title,artist,artistBio,gender,date,medium,artUrl,imageUrl
Speeding Automobile,Giacomo Balla,"Italian, 1871–1958",Male,1912,Oil on wood,http://www.moma.org/collection/works/79343,http://www.moma.org/media/W1siZiIsIjE1MTE4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=079af4a822bb89eb
Around the Fish,Paul Klee,"German, born Switzerland. 1879–1940",Male,1926,Oil and tempera on canvas mounted on cardboard,http://www.moma.org/collection/works/79342,http://www.moma.org/media/W1siZiIsIjE1MTE4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2815754b06444f78
Swifts: Paths of Movement + Dynamic Sequences,Giacomo Balla,"Italian, 1871–1958",Male,1913,Oil on canvas,http://www.moma.org/collection/works/79347,http://www.moma.org/media/W1siZiIsIjE1MTE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e7dff83ab92137c
The Blue Window,Henri Matisse,"French, 1869–1954",Male,"Issy-les-Moulineaux, summer 1913",Oil on canvas,http://www.moma.org/collection/works/79350,http://www.moma.org/media/W1siZiIsIjE1MTE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e2417788547e56d
Birthday,Marc Chagall,"French, born Belarus. 1887–1985",Male,1915,Oil on cardboard,http://www.moma.org/collection/works/79360,http://www.moma.org/media/W1siZiIsIjE1MTE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=173ce51f113d9036
Double Gravity,Terry Winters,"American, born 1949",Male,1984,Oil on linen,http://www.moma.org/collection/works/79352,http://www.moma.org/media/W1siZiIsIjE1MTE4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=334306da5c292ff9
Calvary,Marc Chagall,"French, born Belarus. 1887–1985",Male,1912,Oil on canvas,http://www.moma.org/collection/works/79365,http://www.moma.org/media/W1siZiIsIjE1MTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=60e65dd6a3f0293a
Hop and Skip,Shirley Jaffe,"American, 1923–2016",Female,1987,Oil on canvas,http://www.moma.org/collection/works/79369,http://www.moma.org/media/W1siZiIsIjE1MTE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75ee4371775561c4
Landscape near Cassis,André Derain,"French, 1880–1954",Male,1907,Oil on canvas,http://www.moma.org/collection/works/79375,http://www.moma.org/media/W1siZiIsIjE1MTE5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=def17a1b70fc1230
Canal Homes at Bayou Vista,Rackstraw Downes,"American, born England 1939",Male,1993,Oil on canvas,http://www.moma.org/collection/works/79382,http://www.moma.org/media/W1siZiIsIjE1MTE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb8b226d3a739836
Head of a Sleeping Woman (Study for Nude with Drapery),Pablo Picasso,"Spanish, 1881–1973",Male,"Paris, summer 1907",Oil on canvas,http://www.moma.org/collection/works/79376,http://www.moma.org/media/W1siZiIsIjE1MTE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e63324a486e7c6b
Still Life,Giorgio Morandi,"Italian, 1890–1964",Male,1916,Oil on canvas,http://www.moma.org/collection/works/79411,http://www.moma.org/media/W1siZiIsIjE1MTE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54351ce8bb180f01
Armored Train in Action,Gino Severini,"Italian, 1883–1966",Male,1915,Oil on canvas,http://www.moma.org/collection/works/79418,http://www.moma.org/media/W1siZiIsIjE1MTE5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e88fecec10a273a
The Cow with the Subtile Nose,Jean Dubuffet,"French, 1901–1985",Male,September 1954,Oil and enamel on canvas,http://www.moma.org/collection/works/79420,http://www.moma.org/media/W1siZiIsIjE1MTE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=986a36ffe84e42ad
Head,Philip Guston,"American, born Canada. 1913–1980",Male,1977,Oil on canvas,http://www.moma.org/collection/works/79122,http://www.moma.org/media/W1siZiIsIjE1MTEwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45dcceaaaba443b6
Collective Suicide,David Alfaro Siqueiros,"Mexican, 1896–1974",Male,1936,Lacquer on wood with applied sections,http://www.moma.org/collection/works/79146,http://www.moma.org/media/W1siZiIsIjE1MTEwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=597ed6fa77f99c96
The Subway,José Clemente Orozco,"Mexican, 1883–1949",Male,1928,Oil on canvas,http://www.moma.org/collection/works/79129,http://www.moma.org/media/W1siZiIsIjE1MTEwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3c457c0f124523a
Untitled,Rosemarie Trockel,"German, born 1952",Female,1987,Wool,http://www.moma.org/collection/works/116287,http://www.moma.org/media/W1siZiIsIjE1MTEwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e6f6c18026c1786
Russet,Morris Louis,"American, 1912–1962",Male,1958,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/79168,http://www.moma.org/media/W1siZiIsIjE1MTEwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d84a9672e1e961f
The Studio,Pablo Picasso,"Spanish, 1881–1973",Male,"Paris, winter 1927-28",Oil on canvas,http://www.moma.org/collection/works/79164,http://www.moma.org/media/W1siZiIsIjE1MTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4d5a9fcf6e9a9dd3
Self-Portrait,Chuck Close,"American, born 1940",Male,1997,Oil on canvas,http://www.moma.org/collection/works/79170,http://www.moma.org/media/W1siZiIsIjE1MTEwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ee2de5164de1398
The Secretary of State,Luc Tuymans,"Belgian, born 1958",Male,2005,Oil on canvas,http://www.moma.org/collection/works/102057,http://www.moma.org/media/W1siZiIsIjE1MTEwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ecefd550fdd2400b
Apache (Man on Horseback),Odilon Redon,"French, 1840–1916",Male,c. 1875,Oil over traces of black chalk on tan cardstock mounted on canvas,http://www.moma.org/collection/works/79173,http://www.moma.org/media/W1siZiIsIjE1MTEwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3aad1ecedf7a25c
Apache (Man on Horseback II),Odilon Redon,"French, 1840–1916",Male,(c. 1875),Oil on tan wove paper mounted on tan board,http://www.moma.org/collection/works/79175,http://www.moma.org/media/W1siZiIsIjE1MTExMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e35a8978cd7c405
"No. 16 (Red, Brown, and Black)",Mark Rothko,"American, born Russia now Latvia. 1903–1970",Male,1958,Oil on canvas,http://www.moma.org/collection/works/78485,http://www.moma.org/media/W1siZiIsIjE1MTExMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b4095c0187425166
Extinction of Useless Lights,Yves Tanguy,"American, born France. 1900–1955",Male,1927,Oil on canvas,http://www.moma.org/collection/works/79178,http://www.moma.org/media/W1siZiIsIjE1MTExMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa3e7f3141288c3f
Trees in Bièvres,Odilon Redon,"French, 1840–1916",Male,after 1900,Oil on canvas,http://www.moma.org/collection/works/79177,http://www.moma.org/media/W1siZiIsIjE1MTExNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=984b4f8d5e95b877
The Conquest of the Air,Roger de La Fresnaye,"French, 1885–1925",Male,1913,Oil on canvas,http://www.moma.org/collection/works/79181,http://www.moma.org/media/W1siZiIsIjE1MTExNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70119e7b82b3b620
Trees in the Blue Sky,Odilon Redon,"French, 1840–1916",Male,c. 1883,Oil over traces of graphite on light-brown wove paper mounted on board,http://www.moma.org/collection/works/79179,http://www.moma.org/media/W1siZiIsIjE1MTExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e97322b9bbc985b
Fishing Boat,Odilon Redon,"French, 1840–1916",Male,c. 1875,Oil on canvas mounted on canvas,http://www.moma.org/collection/works/79180,http://www.moma.org/media/W1siZiIsIjE1MTExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3268885e192b28e2
The Chariot of Apollo,Odilon Redon,"French, 1840–1916",Male,c. 1912,Oil on canvas,http://www.moma.org/collection/works/79182,http://www.moma.org/media/W1siZiIsIjE1MTExOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db0199d417b29559
Jacob and the Angel,Odilon Redon,"French, 1840–1916",Male,c. 1907,Oil on board,http://www.moma.org/collection/works/79185,http://www.moma.org/media/W1siZiIsIjE1MTEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=197c2e1b66665041
Composition: Flowers without a Vase,Odilon Redon,"French, 1840–1916",Male,c. 1905,Oil on unglazed tile,http://www.moma.org/collection/works/79188,http://www.moma.org/media/W1siZiIsIjE1MTEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c3a2ac983db4fe3
Wildflowers in a Long Neck Vase,Odilon Redon,"French, 1840–1916",Male,c. 1912,Oil on canvas,http://www.moma.org/collection/works/79194,http://www.moma.org/media/W1siZiIsIjE1MTEyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4a5e4317e6660f5
Seated Man,Odilon Redon,"French, 1840–1916",Male,c. 1910,Oil over charcoal on gray board,http://www.moma.org/collection/works/79197,http://www.moma.org/media/W1siZiIsIjE1MTEyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=063bcc8399d9b20c
The Birth of Venus,Odilon Redon,"French, 1840–1916",Male,c. 1912,Oil on canvas,http://www.moma.org/collection/works/79201,http://www.moma.org/media/W1siZiIsIjE1MTEyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=22921ba321062f45
Painting,Francis Bacon,"British, born Ireland. 1909–1992",Male,1946,Oil and pastel on linen,http://www.moma.org/collection/works/79204,http://www.moma.org/media/W1siZiIsIjE1MTEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa20629c27c41013
Nursery,Stanley Spencer,"British, 1891–1959",Male,1936,Oil on canvas,http://www.moma.org/collection/works/78487,http://www.moma.org/media/W1siZiIsIjE1MTEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f793010d0686ff1
Watchtower,Sigmar Polke,"German, 1941–2010",Male,1984,Synthetic polymer paints and dry pigment on patterned fabric,http://www.moma.org/collection/works/79209,http://www.moma.org/media/W1siZiIsIjE1MTEzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8691066d4fe3cab8
Landscape,Odilon Redon,"French, 1840–1916",Male,after 1900,Oil on canvas,http://www.moma.org/collection/works/79210,http://www.moma.org/media/W1siZiIsIjE1MTEzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b85339e27004f4dc
Landscape at Daybreak,Odilon Redon,"French, 1840–1916",Male,1872,Oil on canvas,http://www.moma.org/collection/works/79207,http://www.moma.org/media/W1siZiIsIjE1MTEzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b152f062dfd7a16
Untitled (Portrait of Henry de Montherlant),Gerhard Richter,"German, born 1932",Male,1971,Oil on canvas,http://www.moma.org/collection/works/79215,http://www.moma.org/media/W1siZiIsIjE1MTEzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=acaa6b27169e8f8e
Rocky Peak,Odilon Redon,"French, 1840–1916",Male,c. 1875,Oil on cream wove cardstock mounted on board mounted on wood,http://www.moma.org/collection/works/79214,http://www.moma.org/media/W1siZiIsIjE1MTEzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=55f8b39493ee5ac1
Jumbo,Edward Ruscha,"American, born 1937",Male,1986,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/79218,http://www.moma.org/media/W1siZiIsIjE1MTEzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e79caea559875c1
Profile,Odilon Redon,"French, 1840–1916",Male,c. 1895,Oil on paper mounted on canvas,http://www.moma.org/collection/works/79216,http://www.moma.org/media/W1siZiIsIjE1MTEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3e6d2c8e1090ccc
Orange Car Crash Fourteen Times,Andy Warhol,"American, 1928–1987",Male,1963,Silkscreen ink on synthetic polymer paint on two canvases,http://www.moma.org/collection/works/79223,http://www.moma.org/media/W1siZiIsIjE1MTEzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aae55a824f8bdbd9
The Rocky Slope,Odilon Redon,"French, 1840–1916",Male,c. 1875,Oil over black chalk on tan cardstock mounted on canvas,http://www.moma.org/collection/works/79219,http://www.moma.org/media/W1siZiIsIjE1MTEzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e727b19542a9d42c
Man with Yellow Pants,Michelangelo Pistoletto,"Italian, born 1933",Male,1964,"Paper, oil, and pencil on polished stainless steel",http://www.moma.org/collection/works/79435,http://www.moma.org/media/W1siZiIsIjE1MTI0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b7c40824cfa6635e
War is No Nice,Martin Kippenberger,"German, 1953–1997",Male,1985,Oil and silicone rubber on canvas,http://www.moma.org/collection/works/79453,http://www.moma.org/media/W1siZiIsIjE1MTI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7563424fe4412230
Dance,Maria Helena Vieira da Silva,"French, born Portugal. 1908–1992",Female,1938,Oil and wax on canvas,http://www.moma.org/collection/works/78562,http://www.moma.org/media/W1siZiIsIjE1MTI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ceb696e72686eb9d
Painting,Wols (A. O. Wolfgang Schulze),"German, 1913–1951",Male,1946-47,Oil on canvas,http://www.moma.org/collection/works/78563,http://www.moma.org/media/W1siZiIsIjE1MTI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95f60bcc4b90637b
Woman with a Mandolin,Georges Braque,"French, 1882–1963",Male,1937,Oil on canvas,http://www.moma.org/collection/works/78315,http://www.moma.org/media/W1siZiIsIjE1MTI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c368c9e44c2e6784
Portrait of Jacob Meyer de Haan,Paul Gauguin,"French, 1848–1903",Male,1889,Oil on wood,http://www.moma.org/collection/works/78323,http://www.moma.org/media/W1siZiIsIjE1MTI0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ece0cc1cf4af0e15
White #19,Glenn Ligon,"American, born 1960",Male,1994,"Oilstick, gesso, and synthetic polymer paint on canvas mounted on wood",http://www.moma.org/collection/works/78329,http://www.moma.org/media/W1siZiIsIjE1MTI0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b0aebbe88a3ed6b
The Proclamation of American Independence,André Bauchant,"French, 1873–1958",Male,1926,Oil on canvas,http://www.moma.org/collection/works/79458,http://www.moma.org/media/W1siZiIsIjE1MTI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de7d208e23ce5307
A.D.,Anselm Kiefer,"German, born 1945",Male,1989,Chalk and entrails on treated lead,http://www.moma.org/collection/works/79466,http://www.moma.org/media/W1siZiIsIjE1MTI1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b4bc021343e84e5
Mountain I,Agnes Martin,"American, born Canada. 1912–2004",Female,1966,Synthetic polymer paint and pencil on canvas,http://www.moma.org/collection/works/79468,http://www.moma.org/media/W1siZiIsIjE1MTI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0730cec14c482790
Untitled,Blinky Palermo,"German, 1943–1977",Male,1968,"Oil, black chalk, and pencil on canvas",http://www.moma.org/collection/works/79727,http://www.moma.org/media/W1siZiIsIjE1MTI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ce274a52af41e2f
Woman by a Window,Pablo Picasso,"Spanish, 1881–1973",Male,"Cannes, June 1956",Oil on canvas,http://www.moma.org/collection/works/78569,http://www.moma.org/media/W1siZiIsIjE1MTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41931928d61af388
Amerika VIII,"Tim Rollins, K.O.S. (Kids of Survival)","American, 1955–2017 founded 1982 American, born 1974 American, born 1971 American, born 1971 American, born 1972 American, 1971–1988 American, born 1972 American, born 1968 American, born 1971 American, born 1972 American, born 1971",Male  Male Male Male Male Male Male Male Male Female ,1986-87,"Watercolor, charcoal, synthetic polymer paint, and pencil on bookpages on linen",http://www.moma.org/collection/works/78570,http://www.moma.org/media/W1siZiIsIjE1MTI2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13f76d7e722474a9
Ship,Carroll Dunham,"American, born 1949",Male,"New York, April 1997 - May 1999","Synthetic polymer paint, urethane paint, and pencil on linen",http://www.moma.org/collection/works/79738,http://www.moma.org/media/W1siZiIsIjE1MTI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=204eb20d81f26dc8
Gold Marilyn Monroe,Andy Warhol,"American, 1928–1987",Male,1962,Silkscreen ink on synthetic polymer paint on canvas,http://www.moma.org/collection/works/79737,http://www.moma.org/media/W1siZiIsIjE1MTI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=90f3eb7c3a7a600a
Self-Portrait with Palette,Lovis Corinth,"German, 1858–1925",Male,April 1924,Oil on canvas,http://www.moma.org/collection/works/79741,http://www.moma.org/media/W1siZiIsIjE1MTI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=130c6c040095ce7f
Hammer and Sickle,Andy Warhol,"American, 1928–1987",Male,1976,Silkscreen ink on synthetic polymer paint on canvas,http://www.moma.org/collection/works/79746,http://www.moma.org/media/W1siZiIsIjE1MTI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d5c8b3de4110d31
Girl in a Mirror,Morris Hirshfield,"American, born Poland. 1872–1946",Male,1940,Oil on canvas,http://www.moma.org/collection/works/79755,http://www.moma.org/media/W1siZiIsIjE1MTI2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c30046d299039884
"Empirical Construction, Istanbul",Julie Mehretu,"American, born Ethiopia 1970",Female,2003,Ink and synthetic polymer paint on canvas,http://www.moma.org/collection/works/91778,http://www.moma.org/media/W1siZiIsIjE1MTI2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=325f208fb72c4759
Descent from the Cross,Max Beckmann,"German, 1884–1950",Male,1917,Oil on canvas,http://www.moma.org/collection/works/79759,http://www.moma.org/media/W1siZiIsIjE1MTI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21e7192c11f1d213
Violin and Grapes,Pablo Picasso,"Spanish, 1881–1973",Male,"Céret and Sorgues, spring-summer 1912",Oil on canvas,http://www.moma.org/collection/works/78578,http://www.moma.org/media/W1siZiIsIjE1MTI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30e6c8ebe9e3de1c
Three Women at the Spring,Pablo Picasso,"Spanish, 1881–1973",Male,"Fontainebleau, summer 1921",Oil on canvas,http://www.moma.org/collection/works/79762,http://www.moma.org/media/W1siZiIsIjE1MTI2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eacb54fcf89f9456
The Divers,Fernand Léger,"French, 1881–1955",Male,1941-42,Oil on canvas,http://www.moma.org/collection/works/79768,http://www.moma.org/media/W1siZiIsIjE1MTI3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bff42984ea012c83
Les Demoiselles d'Avignon,Pablo Picasso,"Spanish, 1881–1973",Male,"Paris, June-July 1907",Oil on canvas,http://www.moma.org/collection/works/79766,http://www.moma.org/media/W1siZiIsIjE1MTI3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6aefb9b6d6e22e7
The Rope Dancer Accompanies Herself with Her Shadows,Man Ray (Emmanuel Radnitzky),"American, 1890–1976",Male,1916,Oil on canvas,http://www.moma.org/collection/works/78580,http://www.moma.org/media/W1siZiIsIjE1MTI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3171c66293200358
Listen to Living,Roberto Matta,"Chilean, 1911–2002",Male,1941,Oil on canvas,http://www.moma.org/collection/works/78579,http://www.moma.org/media/W1siZiIsIjE1MTI3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e3f55a8d7843214
Periwinkles / Moroccan Garden,Henri Matisse,"French, 1869–1954",Male,"Tangier, winter-spring 1912","Oil, pencil, and charcoal on canvas",http://www.moma.org/collection/works/79495,http://www.moma.org/media/W1siZiIsIjE1MTI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ccdad416442dc28
Bather and Cabin,Pablo Picasso,"Spanish, 1881–1973",Male,"Dinard, August 1928",Oil on canvas,http://www.moma.org/collection/works/79496,http://www.moma.org/media/W1siZiIsIjE1MTI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d24555933da4326b
Hyphen,Kay Sage,"American, 1898–1963",Female,1954,Oil on canvas,http://www.moma.org/collection/works/79499,http://www.moma.org/media/W1siZiIsIjE1MTI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37ae5e9fa72bfef8
Sir Thomas Beecham Conducting,Walter Richard Sickert,"British, 1860–1942",Male,c. 1935,Oil on burlap,http://www.moma.org/collection/works/79502,http://www.moma.org/media/W1siZiIsIjE1MTI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b6dda3ae1346793
At Work,Pablo Picasso,"Spanish, 1881–1973",Male,"August 15, 1971",Oil on canvas,http://www.moma.org/collection/works/79503,http://www.moma.org/media/W1siZiIsIjE1MTI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=780261e45caf1380
Number 9: In Praise of Gertrude Stein,Bradley Walker Tomlin,"American, 1899–1953",Male,1950,Oil on canvas,http://www.moma.org/collection/works/79512,http://www.moma.org/media/W1siZiIsIjE1MTI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9dce7fd7024e1ca
Maya in a Sailor Suit,Pablo Picasso,"Spanish, 1881–1973",Male,1938,Oil on canvas,http://www.moma.org/collection/works/79507,http://www.moma.org/media/W1siZiIsIjE1MTI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=714a0ab4dabd920a
Meadowland,Gerhard Richter,"German, born 1932",Male,1985,Oil on canvas,http://www.moma.org/collection/works/79515,http://www.moma.org/media/W1siZiIsIjE1MTI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9fc98178482c75a3
Clouds,Gerhard Richter,"German, born 1932",Male,1982,"Oil on canvas, two panels",http://www.moma.org/collection/works/79517,http://www.moma.org/media/W1siZiIsIjE1MTI4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3914520d36bffd5
