title,artist,artistBio,gender,date,medium,artUrl,imageUrl
Confus,Gerhard Richter,"German, born 1932",Male,1986,Oil on canvas,http://www.moma.org/collection/works/84187,http://www.moma.org/media/W1siZiIsIjM5MDUyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f07a12299501daaf
"1, 2, 3, 4, 5, 6",Susan Rothenberg,"American, born 1945",Female,1988,"Oil on wood, six panels",http://www.moma.org/collection/works/84189,http://www.moma.org/media/W1siZiIsIjM5MDY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79722c9e0b0bb347
"October 1, 1958",John Levee,"American, 1924–2017",Male,1958,Oil on canvas,http://www.moma.org/collection/works/80227,http://www.moma.org/media/W1siZiIsIjM5MjM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b97b5d59b367dc78
Duino,César Paternosto,"Argentine, born 1931",Male,1966,"Oil on canvas, in two parts",http://www.moma.org/collection/works/79717,http://www.moma.org/media/W1siZiIsIjM5MjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9459ad6c5475e6c7
Bridge,Fernand Léger,"French, 1881–1955",Male,1908?,Oil on canvas,http://www.moma.org/collection/works/80121,http://www.moma.org/media/W1siZiIsIjM5MjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f365b43640d2f0c
Girl with Ball,Roy Lichtenstein,"American, 1923–1997",Male,1961,Oil on canvas,http://www.moma.org/collection/works/79665,http://www.moma.org/media/W1siZiIsIjM5MjY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be435a21336eda06
The Park,Gustav Klimt,"Austrian, 1862–1918",Male,1910 or earlier,Oil on canvas,http://www.moma.org/collection/works/78411,http://www.moma.org/media/W1siZiIsIjM5MTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=421d61f1407f0820
Colors for a Large Wall,Ellsworth Kelly,"American, 1923–2015",Male,1951,"Oil on canvas, sixty-four panels",http://www.moma.org/collection/works/80528,http://www.moma.org/media/W1siZiIsIjM5MTE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5191f1c4fcd4715b
L'Estaque,Paul Cézanne,"French, 1839–1906",Male,1879-83,Oil on canvas,http://www.moma.org/collection/works/80302,http://www.moma.org/media/W1siZiIsIjM5MTE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=154988fdade7b87f
Atopolis: For Édouard Glissant,Jack Whitten,"American, born 1939",Male,2014,"Acrylic on canvas, 8 panels",http://www.moma.org/collection/works/214864,http://www.moma.org/media/W1siZiIsIjM5MzExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b715665c8abed25
"Lumia Suite, Op. 158",Thomas Wilfred,"American, born Denmark. 1889–1968",Male,1963,Projected light on translucent glass screen,http://www.moma.org/collection/works/80014,http://www.moma.org/media/W1siZiIsIjM5MzEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0000dd8f5c769caa
Return 77-A,Chung Chang-Sup,"Korean, 1927–2011",Male,1977,Ink and paper mounted on canvas,http://www.moma.org/collection/works/220491,http://www.moma.org/media/W1siZiIsIjM5MzQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e91465377bc0772
Los Angeles No. 4 (Barnes),R. B. Kitaj,"American, 1932–2007",Male,2000,Oil on canvas,http://www.moma.org/collection/works/100075,http://www.moma.org/media/W1siZiIsIjM5Njg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0be5a20f8398ce30
David Bourdon,Sylvia Sleigh,"American, born Wales. 1916–2010",Female,1969,Oil on canvas,http://www.moma.org/collection/works/221730,http://www.moma.org/media/W1siZiIsIjM5NjgwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddb6ca8dab543704
André Derain,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",Male,1936,Oil on wood,http://www.moma.org/collection/works/78663,http://www.moma.org/media/W1siZiIsIjM5NjMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8592a33055a2b593
Three Women,Fernand Léger,"French, 1881–1955",Male,1921-22,Oil on canvas,http://www.moma.org/collection/works/79078,http://www.moma.org/media/W1siZiIsIjM5NTgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b476362776530058
Untitled (Club Scene),Kerry James Marshall,"American, born 1955",Male,2013,Synthetic polymer paint and glitter on unstretched canvas,http://www.moma.org/collection/works/189603,http://www.moma.org/media/W1siZiIsIjM5NTgzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b3ffda946db6c6b
"Black Star Press (rotated 90 degrees); Black Star, Star Press, Black Press",Kelley Walker,"American, born 1969",Male,2005,"White, milk and dark chocolate silkscreened on digital print on canvas, in three parts composed of two panels each",http://www.moma.org/collection/works/180696,http://www.moma.org/media/W1siZiIsIjM5NTgzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=426bf5aa23a5fdf7
Composition C,Piet Mondrian,"Dutch, 1872–1944",Male,1920,Oil on canvas,http://www.moma.org/collection/works/79300,http://www.moma.org/media/W1siZiIsIjM5NTgzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cad83d1f2c68f6ca
Children,William H. Johnson,"American, 1901–1970",Male,1941,Oil and pencil on wood panel,http://www.moma.org/collection/works/199918,http://www.moma.org/media/W1siZiIsIjM5NTgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c42ff817d8063907
Untitled,Kai Althoff,"German, born 1966",Male,2007,"Oil on fabric, ink on paper, gift-wrap paper, and dyed chiffon on enamel-painted wood stretcher and frame",http://www.moma.org/collection/works/192012,http://www.moma.org/media/W1siZiIsIjM5NTYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d063620bd75873c2
Bitmap Gradient Ray III,Tauba Auerbach,"American, born 1981",Female,2015,Woven twill tape on wood stretcher,http://www.moma.org/collection/works/221855,http://www.moma.org/media/W1siZiIsIjM5NzU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e7de7753cde91dc
Essay with Knots,Seth Price,"American, born 1973",Male,2008,"Screenprint ink on high-impact polystyrene and polyester, vacuum-formed over rope, nine panels",http://www.moma.org/collection/works/143367,http://www.moma.org/media/W1siZiIsIjMwMjgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f729b6d7d485c27
The Pushcart,Maurice Grosser,"American, 1903–1986",Male,1942,Oil on canvas,http://www.moma.org/collection/works/79993,http://www.moma.org/media/W1siZiIsIjMwMjkyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=57b38d23894b1c9c
Untitled,Joseph Glasco,"American, 1925–1996",Male,1982,Synthetic polymer paint with canvas collage mounted on canvas,http://www.moma.org/collection/works/79135,http://www.moma.org/media/W1siZiIsIjMwMjM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3e00b93f60bff8e
"Perspective Correction, My Studio I, 2: Square with 2 Diagonals on Wall",Jan Dibbets,"Dutch, born 1941",Male,1969,Gelatin silver emulsion on canvas,http://www.moma.org/collection/works/173247,http://www.moma.org/media/W1siZiIsIjMwMjM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6212c141c1cc995f
Flying Carpet with Magic Mirrors for a Distorted Nation,Lari Pittman,"American, born 1952",Male,2013,"Cel-vinyl, spray enamel on canvas over wood panel, in four parts",http://www.moma.org/collection/works/184718,http://www.moma.org/media/W1siZiIsIjMwMTQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c71f46fdd007fcf
Sheer Curtains,Luc Tuymans,"Belgian, born 1958",Male,1991,Oil on canvas,http://www.moma.org/collection/works/185657,http://www.moma.org/media/W1siZiIsIjMwMzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6122ad2bb1294fd2
Head,Philip Guston,"American, born Canada. 1913–1980",Male,1968,Synthetic polymer paint on panel,http://www.moma.org/collection/works/100274,http://www.moma.org/media/W1siZiIsIjMwMzk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f2d20c8d0828af9
Untitled,Kai Althoff,"German, born 1966",Male,2010,Oil on canvas,http://www.moma.org/collection/works/151074,http://www.moma.org/media/W1siZiIsIjMwMzQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c56d7db7e3c406b
The Pantheon,Louis Vivin,"French, 1861–1936",Male,1933,Oil on canvas,http://www.moma.org/collection/works/80207,http://www.moma.org/media/W1siZiIsIjMwMzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e9339323acad73b
Untitled,George Maciunas,"American, born Lithuania. 1931–1978",Male,Early 1950's,Gouache and ink on board,http://www.moma.org/collection/works/127893,http://www.moma.org/media/W1siZiIsIjMwNDk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd807b78738940fb
splash bombs I,Michel Majerus,"German, born Luxembourg. 1967–2002",Male,2002,Synthetic polymer paint and pencil on canvas,http://www.moma.org/collection/works/186570,http://www.moma.org/media/W1siZiIsIjMwNDU5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b52d1424e6c7b08b
Siberian Salt Grinder,Jack Whitten,"American, born 1939",Male,1974,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/142586,http://www.moma.org/media/W1siZiIsIjMwNjcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=600facf960faf94b
No More Games,Benny Andrews,"American, 1930–2006",Male,1970,Oil on canvas with collage of cloth and canvas,http://www.moma.org/collection/works/78585,http://www.moma.org/media/W1siZiIsIjMwNjQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad20f9f71a763362
Trap #1,Denise Green,"Australian, born 1946",Female,1976,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/184725,http://www.moma.org/media/W1siZiIsIjMwNjQ4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b62f56db1ae76672
Sky Backdrop,Alex Israel,"American, born 1982",Male,2013,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/186957,http://www.moma.org/media/W1siZiIsIjMwNjU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2673f09d6774656
"""I""",Antoni Tàpies,"Spanish, 1923–2012",Male,1961,Latex paint with marble dust on canvas,http://www.moma.org/collection/works/80267,http://www.moma.org/media/W1siZiIsIjMwNjYzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5c0cd1e3aff7fac3
The World War had caused a great shortage in Northern industry and also citizens of foreign countries were returning home,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78526,http://www.moma.org/media/W1siZiIsIjMwNTAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef5febd33dca7f9f
In many of the communities the Negro press was read continually because of its attitude and its encouragement of the movement,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78528,http://www.moma.org/media/W1siZiIsIjMwNTAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4e5bf7163e5c086
"Another of the social causes of the migrants' leaving was that at times they did not feel safe, or it was not the best thing to be found on the streets late at night. They were arrested on the slightest provocation",Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78529,http://www.moma.org/media/W1siZiIsIjMwNTAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e69472d73b76232
And people all over the South began to discuss this great movement,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78531,http://www.moma.org/media/W1siZiIsIjMwNTAxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e5ed843c8474015
In every home people who had not gone North met and tried to decide if they should go North or not,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78533,http://www.moma.org/media/W1siZiIsIjMwNTAyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cacb6297711b011
The Negro press was also influential in urging the people to leave the South,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78535,http://www.moma.org/media/W1siZiIsIjMwNTAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=320450d14e74e529
The railroad stations in the South were crowded with people leaving for the North,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78534,http://www.moma.org/media/W1siZiIsIjMwNTAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9a15e17d321f3bf
"They arrived in great numbers into Chicago, the gateway of the West",Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78536,http://www.moma.org/media/W1siZiIsIjMwNTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1d1657d3dc441eb
They also worked in large numbers on the railroad,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78537,http://www.moma.org/media/W1siZiIsIjMwNTAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5997223843ab04fe
Industries attempted to board their labor in quarters that were oftentimes very unhealthy. Labor camps were numerous,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78542,http://www.moma.org/media/W1siZiIsIjMwNTAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d131b88311987cb7
The Negro was the largest source of labor to be found after all others had been exhausted,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78538,http://www.moma.org/media/W1siZiIsIjMwNTAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a328424eb33c277f
Race riots were very numerous all over the North because of the antagonism that was caused between the Negro and white workers. Many of these riots occurred because the Negro was used as a strike breaker in many of the Northern industries,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78544,http://www.moma.org/media/W1siZiIsIjMwNTAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1a440fa5544507b
One of the main forms of social and recreational activities in which the migrants indulged occurred in the church,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78546,http://www.moma.org/media/W1siZiIsIjMwNTAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=082f18a050b41b75
In the North the Negro had better educational facilities,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78548,http://www.moma.org/media/W1siZiIsIjMwNTAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07d493787f3247de
"They did not always leave because they were promised work in the North. Many of them left because of Southern conditions, one of them being great floods that ruined the crops, and therefore they were unable to make a living where they were",Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78551,http://www.moma.org/media/W1siZiIsIjMwNTAzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=445e283f18b6f480
The railroad stations were at times so over-packed with people leaving that special guards had to be called in to keep order,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78553,http://www.moma.org/media/W1siZiIsIjMwNTAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b701b74396c7f70
They were very poor,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78552,http://www.moma.org/media/W1siZiIsIjMwNTAzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cff2dbe3c078afec
The Red Baron,Nicholas Krushenick,"American, 1929–1999",Male,January 1967,Synthetic polymer paint on shaped canvas,http://www.moma.org/collection/works/78867,http://www.moma.org/media/W1siZiIsIjMwODA1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd1dd7609ccba40e
"Double Metamorphosis, II",Agam (Yaacov Agam),"Israeli, born 1928",Male,1964,Oil on corrugated aluminum,http://www.moma.org/collection/works/78793,http://www.moma.org/media/W1siZiIsIjMwODg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=03e570801deec369
Triballoon,Donald  Kaufman,"American, born 1935",Male,1968,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/80671,http://www.moma.org/media/W1siZiIsIjMwODk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74065ba25fa5d889
Painter in Bed,Philip Guston,"American, born Canada. 1913–1980",Male,1973,Oil on canvas,http://www.moma.org/collection/works/100276,http://www.moma.org/media/W1siZiIsIjMwODMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=329be6cc33509037
Child labor and a lack of education was one of the other reasons for people wishing to leave their homes,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78530,http://www.moma.org/media/W1siZiIsIjMxMDMxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dadf218e70284f8
Vielles chansons,Ben Vautier,"French, born Italy. 1935",Male,1960–62,"Synthetic polymer paint, colored pencil, pencil, and felt-tip pen on particle board",http://www.moma.org/collection/works/127573,http://www.moma.org/media/W1siZiIsIjMxMjYwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebbc9107dd70b754
The labor agent who had been sent South by Northern industry was a very familiar person in the Negro counties,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78532,http://www.moma.org/media/W1siZiIsIjMxMTg5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7ef6f3389e16807
Housing for the Negroes was a very difficult problem,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78543,http://www.moma.org/media/W1siZiIsIjMxMTg5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ae139c48e8e61df
One of the largest race riots occurred in East St. Louis,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78545,http://www.moma.org/media/W1siZiIsIjMxMTkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=515192e9d43a8d95
The trains were packed continually with migrants,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78549,http://www.moma.org/media/W1siZiIsIjMxMTkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7abd99259f0cb9fb
Among one of the last groups to leave the South was the Negro professional who was forced to follow his clientele to make a living,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78547,http://www.moma.org/media/W1siZiIsIjMxMTkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45fb8940b2187793
Harbor Number 1,Agnes Martin,"American, born Canada. 1912–2004",Female,1957,Oil on canvas,http://www.moma.org/collection/works/79797,http://www.moma.org/media/W1siZiIsIjMxMTkxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1499e52e0e100ff
Departure,Max Beckmann,"German, 1884–1950",Male,"Frankfurt 1932, Berlin 1933-35","Oil on canvas, three panels",http://www.moma.org/collection/works/78367,http://www.moma.org/media/W1siZiIsIjMxMTkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a58b3b6bc65f4ba3
St. Sebastian,Julian Schnabel,"American, born 1951",Male,1979,Oil and wax on canvas,http://www.moma.org/collection/works/189602,http://www.moma.org/media/W1siZiIsIjMxMzg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a2d6c1431a8be7ca
Composition,Joaquín Torres-García,"Uruguayan, 1874–1949",Male,1932,Oil on canvas,http://www.moma.org/collection/works/80076,http://www.moma.org/media/W1siZiIsIjMxMzg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c3a261e3076508d
Guitar,Joaquín Torres-García,"Uruguayan, 1874–1949",Male,1924,Painted wood,http://www.moma.org/collection/works/79701,http://www.moma.org/media/W1siZiIsIjMxMzg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a38f99a2e65a25be
Two Torsos,Hale Woodruff,"American, 1900–1980",Male,c. 1977,Oil on canvas,http://www.moma.org/collection/works/189243,http://www.moma.org/media/W1siZiIsIjMxMzgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd4f1aa5de302ad2
White Landscape,Armando Reverón,"Venezuelan, 1889–1954",Male,1940,Oil on canvas,http://www.moma.org/collection/works/190023,http://www.moma.org/media/W1siZiIsIjMxNDczNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8751b80b06c562be
Untitled (Mr. Austridge: 2),Sherrie Levine,"American, born 1947",Female,1989,Casein on wood in artist's frame,http://www.moma.org/collection/works/130702,http://www.moma.org/media/W1siZiIsIjMxNzAyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87285c8703943cf9
Living conditions were better in the North,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78541,http://www.moma.org/media/W1siZiIsIjMxNzIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02f60edf9cd0610a
The migrants arrived in great numbers,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78539,http://www.moma.org/media/W1siZiIsIjMxNzIxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a484b4576b654ed
And the migrants kept coming,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78550,http://www.moma.org/media/W1siZiIsIjMxNzIxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40abb49e3c22e34d
"Although the Negro was used to lynching, he found this an opportune time for him to leave where one had occurred",Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78555,http://www.moma.org/media/W1siZiIsIjMxNzIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9871e78231b70962
The migration gained in momentum,Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78556,http://www.moma.org/media/W1siZiIsIjMxNzIxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9eead5a296e3fc2e
"They also made it very difficult for migrants leaving the South. They often went to railroad stations and arrested the Negroes wholesale, which in turn made them miss their train",Jacob Lawrence,"American, 1917–2000",Male,1940-41,Casein tempera on hardboard,http://www.moma.org/collection/works/78540,http://www.moma.org/media/W1siZiIsIjMxNzIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43fc084a034827cd
